Title;Video ID;Published At;Keyword;Likes;Comments;Views
Eating ONLY KOREAN GROCERY STORE FOOD for 24 Hours! Lotte Mart FOOD TOUR;-7hzaGya86g;17/07/2022;food;18957.0;566.0;702174.0
MOST POPULAR FOOD FOR ASMR + ALFREDO SAUCE (MOZZARELLA CORN DOG  NUGGETS  ONION RINGS  HASH BROWNS);uRM0yMF0AtQ;20/10/2019;food;371116.0;13239.0;17069830.0
Eating Everything at Asia&#39;;;;;;
Street Food Singapore!! 5 Hawker FOODS INVENTED in Singapore - with KF Seetoh!;_Ttf--3axiY;09/07/2022;food;28031.0;1690.0;1348450.0
All The Differences Between American And Japanese 7-Eleven | Food Wars | Food Insider;PHeS4ZZ9l9A;22/05/2022;food;25021.0;1216.0;967211.0
BRAZILIAN STREET FOOD in LOS ANGELES! Insane Brazilian BBQ Meal!;17GCoYmGLBM;09/08/2022;food;2400.0;214.0;156294.0
Frozen vs. Fast vs. Fancy Food Taste Test;OzgoJe7lwoY;25/07/2022;food;47460.0;1517.0;1658204.0
Cooking Entire YAK!! Pakistani Mountain Food in Hunza!!;6jgiqyw6E3o;10/07/2022;food;44713.0;2725.0;1186255.0
I Ate Gordon Ramsay’s Food For An Entire Day;nUZCE40n2zg;02/04/2022;food;227589.0;4648.0;6340958.0
San Sebastian Food Tour - GIANT SCARLET PRAWNS 🦐 + Best Tortilla in Spain!! | Europe Food Paradise;zNXctUnHp5A;20/08/2022;food;18649.0;1339.0;748675.0
BIG VS MEDIUM VS SMALL FOOD CHALLENGE || Last To Stop Wins! Giant VS Tiny Food by 123 GO! FOOD;uCUge68Z228;23/11/2021;food;58950.0;1107.0;7755963.0
Food Emoji Food Challenge;Y8PIcsCtA_k;31/05/2017;food;672749.0;62897.0;48018833.0
Gordon Ramsay Can&#39;;;;;;
Busting 100 Food Myths in 24 Hours;lJ8PdLpbcd8;30/04/2022;food;140841.0;7330.0;10338163.0
How to Make Potato Chips in a Microwave - The Best Chips You&#39;;;;;;
ASMR *PURPLE FOOD* JELLY DONUT  PEEPS  CANDY CORN  POPPING BOBA  ROCK CANDY  GRAPE CRUSH MUKBANG 먹방;0vpJ7QsAsD8;04/08/2020;food;501165.0;31086.0;32791832.0
THE MOST SATISFYING FOOD VIDEO COMPILATION | SATISFYING AND TASTY FOOD;NLPuCclm5lA;13/08/2020;food;71688.0;1712.0;4783245.0
I Ate $1 000 Worth of Food In One Day.;co07EA4iFEU;14/08/2022;food;26616.0;1143.0;441062.0
Food Theory: The Pink Sauce Mystery SOLVED (TikTok);P0dZIp-K_K8;21/08/2022;food;155534.0;10306.0;2564092.0
What the Chaga Tribe Eats in a Day!! EXTREME African Food in Tanzania!!;sZ12W9uqxR4;04/05/2022;food;75028.0;3457.0;4695664.0
Bizarre Filipino Food in Pampanga!! Pets  Pigs and Pests!!;VXjrCIcGZmw;24/07/2022;food;63497.0;4004.0;2936679.0
I deep fried STEAKS in Movie Theater BUTTER and this happened!;1SHtfzBrrT4;24/08/2022;food;19325.0;1128.0;385239.0
ASMR MOST POPULAR FOOD AT POPEYES (CHICKEN SANDWICH  FRIED CHICKEN  CAJUN FRIES  BISCUITS MUKBANG 먹방;ZRIdNmF-kRw;29/11/2019;food;205831.0;15677.0;11829970.0
Food Theory: The Challenge That Nearly KILLED MrBeast!;X1EA8vgu7xs;16/07/2022;food;175132.0;6049.0;4357193.0
Easy Fluffy Miniature Strawberry Pancake Recipe | ASMR Cooking Mini Food &amp;;;;;;
Guy Fieri Eats Barbecue from a Baltimore Food Truck | Diners  Drive-Ins and Dives | Food Network;QvoN89j82rw;23/08/2022;food;1241.0;70.0;47430.0
Pakistan Street Food at Night!! Vegans Won’t Survive Here!!;vQMo2Sg1p-Y;22/06/2022;food;105355.0;7424.0;5547667.0
Blueberry Cornbread - How to Make &quot;;;;;;
24 HOURS Eating Only 7-ELEVEN &amp;;;;;;
EXTREME Spicy Food TikTok Compilation 17 🥵;3QxV-Kb-__I;26/02/2022;food;75063.0;3724.0;12244410.0
Risky Thai Street Food!! Even Locals Don’t Eat This!!;bol-_4NZjWE;14/08/2022;food;22891.0;1780.0;1006579.0
YUMMY AND FRESH SUMMER FOOD RECIPES AND DRINK IDEAS;HSin0BOwH4M;07/07/2022;food;6851.0;178.0;963335.0
Blood Red Jellyfish!! EXTREME Vietnam Street Food!!;1H2l7dHq1fs;03/08/2022;food;32631.0;1587.0;1322089.0
차돌짬뽕 스타일로 끓여 만든 차돌 라면!! (Hot spicy instant noodles with Beef brisket) 요리&amp;;;;;;
KING CRAB;ZtzUs4Mg_tk;24/08/2022;mukbang;959.0;138.0;28759.0
ASMR 먹방 :) 매콤 불닭 새우 버섯 떡볶이~ (가래떡  어묵  비엔나소세지  팽이버섯  표고버섯  새송이버섯  불닭만두  백만송이버섯) mukbang.;1L7rzRFF2Rg;08/11/2021;mukbang;218539.0;4421.0;19256162.0
ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 &amp;;;;;;
ASMR MUKBANG DOUBLE BIG MAC &amp;;;;;;
ASMR MUKBANG INDOMIE MI GORENG &amp;;;;;;
ASMR MUKBANG | 치즈 불닭볶음면 &amp;;;;;;
ASMR MUKBANG| 직접 만든 떡볶이 양념치킨 김밥 먹방 &amp;;;;;;
HILARIOUS WHO KNOWS ME BETTER (COUSIN VS. WIFE ) + HOMEMADE CHICKEN ENCHILADAS MUKBANG CHALLENGE!;nMG8qiJAe6A;23/08/2022;mukbang;3721.0;322.0;45157.0
ASMR MUKBANG| 직접 만든 치토스 양념치킨 치즈스틱 핫도그 짜파게티 먹방 &amp;;;;;;
ASMR BLACK BEAN NOODLES  SPICY SEAFOOD  SPICY ENOKI MUSHROOM  불닭 팽이버섯 먹방  OCTOPUS  짜장 라면 먹방MUKBANG;EDrqd7dmFb0;19/05/2022;mukbang;51437.0;468.0;4341289.0
Celebrating My 400 Pound Milestone.... McDonald&#39;;;;;;
ASMR MUKBANG 직접 만든 타키스 대왕 가래떡 떡볶이 불닭볶음면 치즈스틱 핫도그 먹방 &amp;;;;;;
EXTREME BLUE TAKIS FIRE NOODLES WITH HUNGRY FAT CHICK • Mukbang &amp;;;;;;
ASMR MUKBANG PITBULL EATING RAW FOODS WHOLE DUCK;NtK9SBX2suw;24/08/2022;mukbang;737.0;52.0;15390.0
ASMR 특별한 날이니까 한우++ 살치살 업진살 등심 갈비살 버섯 리얼먹방 :) I&#39;;;;;;
ASMR MUKBANG BLACK BEAN FIRE NOODLES &amp;;;;;;
Strange food  crocodile head  sheep head  roast pig| Chinese Food Eating Show | Funny Mukbang ASMR;RkGDmf8_sDo;23/08/2022;mukbang;1032.0;22.0;54030.0
mukbang CRINGE compilation;A-rJJ5gBc9U;18/08/2022;mukbang;5352.0;496.0;154461.0
ASMR MUKBANG 직접 만든 타키스 대왕 가래떡 떡볶이 불닭볶음면 치즈스틱 핫도그 먹방 &amp;;;;;;
족발 대파김치 백김치 요리 먹방 PIG&#39;;;;;;
MUKBANG 새우치킨 사이드 전메뉴 먹방! Korean Fried Chicken 멕시카나 신메뉴 치킨 소떡소떡 새우링 EATING SHOW | HIU 하이유;bvkk3UdlfA4;23/08/2022;mukbang;2817.0;59.0;286228.0
ASMR MUKBANG 직접 만든 바베큐 떡볶이 불닭볶음면 치킨먹방! &amp;;;;;;
ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 &amp;;;;;;
편의점 다 털었습니다✌️;YQYfS14px6s;24/08/2022;mukbang;26049.0;850.0;909323.0
EXTREME BLUE HEAT CHEESE STUFFED TAKIS • Mukbang &amp;;;;;;
Mukbang Cringe Compilation #10;GOGBC1q2hlw;03/08/2022;mukbang;2271.0;249.0;240234.0
불닭 짜장 문어 🐙 전복 오징어 팽이버섯 해산물 가득 해물찜 먹방 레시피 Octopus Seafood Boil Mushrooms Recipe Mukbang ASMR Ssoyoung;BVhZqwt_4lA;17/08/2022;mukbang;24014.0;716.0;947162.0
CRISPY PATA SINIGANG MUKBANG | MUKBANG PHILIPPINES | FILIPINO FOOD MUKBANG;WI6JxmEGlF4;24/08/2022;mukbang;526.0;94.0;11293.0
ASMR MUKBANG | 직접 만든 퍼플 디저트 먹방 핫도그 아이스크림 초콜릿 &amp;;;;;;
300KG PIG INTESTINE SOLD EVERYDAY in MANDAUE CEBU CITY | 30 years Recipe | Filipino Food;9BbPM6iaTRo;24/08/2022;mukbang;1159.0;91.0;64703.0
I wasn&#39;;;;;;
ASMR Big Food  Medium Food VS Small Food Mukbang Challenge;4lNsNPML2bI;23/08/2022;mukbang;1968.0;96.0;56066.0
FAST FOOD MUKBANG WITH MY SIBLINGS;zukfAqA_X4U;24/08/2022;mukbang;10725.0;403.0;155562.0
15 Kilo Zayıf Gösteren Kız Makyajı |Arkadaşlarımla Çin Restorantı ve Canlı Müzik Vlog;#NOM?;23/08/2022;mukbang;-1.0;335.0;27451.0
KING CRAB LEGS + LOBSTER TAILS + GREEN LIP MUSSELS    SEAFOOD BOIL MUKBANG 먹방쇼;COxMVM9Ohdw;22/08/2022;mukbang;3026.0;538.0;30405.0
KILLER PORK SINIGANG MUKBANG;JbWMr_b_vSA;21/08/2022;mukbang;2113.0;138.0;98972.0
ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 &amp;;;;;;
Spring Roll Spicy Noodles | MUKBANG;a3UX1lGBsdI;23/08/2022;mukbang;317.0;32.0;3618.0
ASMR MUKBANG 직접 만든 치토스 햄버거 치즈스틱 불닭볶음면 핫도그 먹방 &amp;;;;;;
Jimmy&#39;;;;;;
ASMR SPICY BLACK BEAN ENOKI MUSHROOMS OCTOPUS 짜장불닭 팽이버섯  낙지 먹방 咀嚼音えのき MUKBANG ZOEY ASMR;L_U7b1aWPY4;09/04/2021;mukbang;953712.0;35658.0;84410562.0
ASMR MUKBANG 직접 만든 대왕 가래떡 떡볶이 불닭볶음면 소세지 먹방 &amp;;;;;;
ASMR ICE CREAM BLUE PARTY 다양한 블루 아이스크림 먹방 DESSERTS CANDY MUKBANG EATING SOUNDS 咀嚼音 モッパン;J1Q7LQeUlqI;28/07/2020;mukbang;353053.0;14909.0;41739024.0
SEAFOOD MUKBANG | KING CRAB SEAFOOD BOIL MUKBANG | CHEESY ALFREDO SAUCE | ASMR EATING | ASMR FOOD;nFbWwK3Z8H8;22/08/2022;mukbang;3221.0;209.0;102646.0
The Office - 2x2 Sexual Harassment - Group Reaction;kmkmXanNn6Q;23/08/2022;reaction;4732.0;256.0;78050.0
⚡ Sarada&#39;;;;;;
VINLAND SAGA - Episode 4 (REACTION);j8u_IK6_OI8;24/08/2022;reaction;6865.0;554.0;55078.0
Try Not To Laugh | Hodgetwins | Kevin Ruining Videos [#5] Ultimate Montage | Reaction!;17zIC3UBg0w;23/08/2022;reaction;2740.0;86.0;39049.0
Bill Burr DESTROYS FEMINISM &amp;;;;;;
LUFFY BEATS ROB LUCCI ! Luffy vs Rob Lucci ! Part 5 ! Reaction Mashup;Qo-YJg0f6qY;24/08/2022;reaction;726.0;50.0;21868.0
Dave Chappelle - Micheal Jackson And R.Kelly | Sticks And Stones Reaction | Asia and BJ React;Ebh4UC4hgyU;24/08/2022;reaction;920.0;93.0;9533.0
(Eng subs) Chhichhore Full Movie Reaction by Korean Movie Actress  Kim Sahee  Part 2;l7R4EyRoAD0;24/08/2022;reaction;1656.0;236.0;34090.0
VIKRAM VEDHA Teaser Reaction! | Hrithik Roshan | Saif Ali Khan | Radhika Apte | Pushkar &amp;;;;;;
NOT THE DRESS!!! | Extraordinary Attorney Woo 이상한 변호사 우영우 Episode 2 Reaction;4MvvMCo7Z00;23/08/2022;reaction;4063.0;245.0;62428.0
The Big Lebowski | First Time Watching | Movie Reaction | Movie Review | Movie Commentary;jR6RWoXv_G4;24/08/2022;reaction;1716.0;308.0;16080.0
Top Gun: Maverick (2022) REACTION;eaYcRrZkFbI;23/08/2022;reaction;1815.0;254.0;41900.0
WWE Top 20 Returns That Made The Commentators Go Wild (Reaction);oUUfuY4PbFo;24/08/2022;reaction;1944.0;160.0;23225.0
HOUSE OF THE DRAGON | EPISODE 1 THE HEIRS OF THE DRAGON | REACTION AND REVIEW | GAME OF THRONES;OOmBqTAp1TU;23/08/2022;reaction;670.0;125.0;10451.0
BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO;RFMi3v0TXP8;24/08/2022;reaction;3001265.0;110162.0;23836066.0
WAIT.. THE ENTITIES ARE PAST VICTIMS!? | Backrooms - Found Footage #2 (Reaction);rVZ-PvlZgkE;24/08/2022;reaction;19997.0;1540.0;271333.0
Hyped and Crying for &quot;;;;;;
Bang Bang Title Track Reaction by Foreigners | Hrithik Roshan  Katrina Kaif | Vishal Shekhar Benny D;3YQPx4Fh_Jw;23/08/2022;reaction;1382.0;134.0;23763.0
Major Gaurav Arya Thug Life Moments SIGMA MALE RULES 😎 Reaction;z8ZdVYFPC2w;24/08/2022;reaction;834.0;84.0;13489.0
House of the Dragon S1x1 Burlington Bar REACTION Part 2!;QC3zNCl0IAQ;23/08/2022;reaction;7185.0;463.0;149396.0
House of the Dragon 1x01 Reaction;F81Bz6A4P20;23/08/2022;reaction;2952.0;478.0;57411.0
Vocal Coaches React To: Ave Maria | Dimash Kudaibergen;y3KQzBnB7-U;23/08/2022;reaction;3645.0;225.0;38560.0
CONSTANTINE (2005) MOVIE REACTION!! First Time Watching! Keanu Reeves | John Constantine DC;FUieCQCeFLc;23/08/2022;reaction;4049.0;807.0;52323.0
RYAN GEORGE | The First Guy To Ever Scuba Dive | REACTION!!;EqCEE2VPL8o;23/08/2022;reaction;1006.0;40.0;11230.0
Vikram Vedha Teaser | Hrithik Roshan  Saif Ali Khan | Pushkar &amp;;;;;;
Wonderland Indonesia 2 : The Sacred Nusantara (Official Music Video) REACTION!!!;l-TO8g3_arc;24/08/2022;reaction;2175.0;115.0;35288.0
Italian Reaction 🇹🇷 8 Dakikada Türk Futbolu | KOMİK ANLAR;qF2aeGdOag4;24/08/2022;reaction;947.0;108.0;18535.0
LUFFY FORMS 5600 PIRATE ALLIANCE! One Piece Ep 745/746 Reaction;aIP3UEg5xoQ;24/08/2022;reaction;2342.0;226.0;34789.0
Vikram Vedha Movie Teaser Review | KRK | #krkreview #bollywood #latestreviews #review #hrithik;2FYvHn12pOQ;24/08/2022;reaction;29728.0;8832.0;405791.0
House of the Dragon Episode 1 REACTION! | 1x1 &quot;;;;;;
The Masked Singer Vietnam - Ca Sĩ Mặt Nạ - Tập 5 | ViruSs Reaction !;CbWigxQaYSc;24/08/2022;reaction;3500.0;381.0;107906.0
Yeh lo ek aur REMAKE aa gaya... Vikram Vedha Teaser Review;A26OqhbXurY;24/08/2022;reaction;44616.0;3098.0;426875.0
Boycott Urfi Javed &amp;;;;;;
K- Trap - Spoilt (Official Video) (REACTION);0HRJOF8Q1LQ;23/08/2022;reaction;1015.0;96.0;17191.0
Waleska &amp;;;;;;
NO MORE A FAMILY FRIENDLY VLOGGER | LAKSHAY CHAUDHARY;EDUPj7Vg7o;23/08/2022;reaction;196898.0;15525.0;1223879.0
Vikram Vedha Teaser • Reaction;6lEVN6Dvhx0;24/08/2022;reaction;18063.0;978.0;184093.0
Vikram Vedha Teaser Review &amp;;;;;;
NAACHO NAACHO Full Video Reaction | NTR | Ram Charan | SS Rajamouli | RRR | Foreigners React.;KfqIOYhBsao;24/08/2022;reaction;1155.0;132.0;21112.0
Pakistani Couple Reacts to Ratsasan Trailer | Ratsasan vs Cuttputlli Comparison |  Vishnu Vishal;GlrszPPG6ko;23/08/2022;reaction;535.0;132.0;10339.0
Brahmos Attack on Pakistan Case | India Punishes Air Force Officers;02SgNQSJNRs;24/08/2022;reaction;462.0;62.0;10737.0
Reaction &quot;;;;;;
TIME FOR TRACK TWO!!!! EMINƎM feat. Young M.A. Unaccommodating REACTION/BAR HUNT!!!;xuQPAGkNR0g;24/08/2022;reaction;1677.0;290.0;23239.0
CHENNAI EXPRESS | Tangaballi Singing Along DEEPIKA PADUKONE &amp;;;;;;
BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO REACTION!;vsbNsFB_fFA;24/08/2022;reaction;19671.0;1151.0;259851.0
Azadi - A Tribute To India&#39;;;;;;
MrBeast VISITS INDIA Reason!- YouTubers REACT | Thugesh No.1 Trending on Twitter?  Lakshay Chaudhary;LXZhkjJYo4c;24/08/2022;reaction;48041.0;1435.0;450066.0
Pak Reacts to Vikram Vedha Teaser | Hrithik Roshan  Saif Ali Khan | Pushkar &amp;;;;;;
House of the Dragon S1x1 Burlington Bar REACTION Part 1!;ZYAiyoKVl78;23/08/2022;reaction;10321.0;930.0;205486.0
THE RISE OF BANGTAN - Chapter 13 : You Never Walk Alone REACTION;WyMlRq1ZNbQ;24/08/2022;reaction;1144.0;39.0;12289.0
Lofi For Reading 📚 Lofi Hip Hop | Study Music 📚 Study Beats | Lofi Study Music;ZgeorpjGJC0;24/08/2022;lofi;329.0;29.0;14341.0
Best of lofi hip hop 2021 ✨ - beats to relax/study to;n61ULEU7CO0;31/12/2021;lofi;187163.0;3835.0;13048900.0
Floating City 🍃 Chill Lofi Beats;1oahTaVIQvk;06/03/2022;lofi;59866.0;979.0;2844014.0
lofi hip hop radio - beats to relax/study to 🍀 Music to Start Your Day with Positive Feelings;glL1QjeCH80;24/08/2022;lofi;404.0;15.0;20861.0
Morning Coffee ☕️ [lofi hip hop/study beats];1fueZCTYkpA;11/04/2022;lofi;53333.0;1425.0;2817800.0
1 A.M Study Session 📚 - [lofi hip hop/chill beats];lTRiuFIWV54;08/12/2019;lofi;1638369.0;58851.0;84747957.0
Stop Overthinking - Lofi Music - Lofi Hip Hop Mix ~ Music to put you in a better mood;FgQh9x81LLU;15/08/2022;lofi;1572.0;27.0;48918.0
Calm Your Anxiety 🍁Lofi Chill Mix - Lofi music for sleeping/study/relax/aesthetic;eQWX51E-cGg;19/08/2022;lofi;1455.0;6.0;34655.0
Chill Night 🏡 Lofi Hip Hop Radio ~ Lofi Music To Relax/Study To;191wd4NscHo;08/08/2022;lofi;3498.0;8.0;53592.0
Chill Vibes - Lofi hip hop mix ~ Stress Relief  Chill Music;Uv9URjIBtUQ;27/02/2022;lofi;6057.0;165.0;589429.0
dinner for one. 🍜 asian lofi mix;B9x4Sih7ZIk;24/08/2022;lofi;797.0;71.0;15177.0
Music makes you happy early in the morning ~ lofi hip hop mix - music to put you in a better mood;tgn4zTkXdzA;29/04/2022;lofi;7007.0;218.0;632477.0
Working Day 🌯 Lofi hip hop radio - Lofi Music for Work  Study  Focus  Coding;UZTretlQGt4;10/08/2022;lofi;2683.0;10.0;49294.0
Cozy Cabin 🍃 Chill Lofi Beats;MuctFLYwz48;22/05/2022;lofi;9126.0;176.0;497458.0
Chill Drive - Lofi hip hop mix ~ Deep Focus  Relaxing Music;0mcx6dmtYvM;21/06/2022;lofi;3933.0;159.0;400330.0
12 A.M Study Session 📚 [lofi hip hop/chill beats];l98w9OSKVNA;23/01/2022;lofi;47306.0;1379.0;2529301.0
4 A.M Study Session 📚 - [lofi hip hop/chill beats];TURbeWK2wwg;26/04/2021;lofi;186218.0;5904.0;9803295.0
☀️ Chillhop Essentials · Summer 2022 [lofi hiphop / chill relaxing beats];8aZL9wMhGH0;01/06/2022;lofi;13657.0;484.0;1120660.0
alone with my thoughts. 🧺 calm lofi mix;tTVJ3UIGUA;07/06/2022;lofi;9965.0;197.0;325200.0
Heart Of The Forest 🌺 deep lofi hiphop beats;5STrZB6sm00;22/06/2022;lofi;4452.0;86.0;190418.0
Stop Overthinking - Lofi hip hop mix ~ Stress Relief  Relaxing Music;nhZyPQzx7JI;07/05/2022;lofi;4427.0;124.0;331718.0
Chill Drive 🚙 Lofi Hip Hop Radio ~ Lofi Music To Relax/Study To;931p_QE3PYg;05/08/2022;lofi;2713.0;16.0;61478.0
Music to put you in a better mood ~ Study music - lofi / relax / stress relief;nK1r_9hPWuI;25/05/2022;lofi;5940.0;143.0;593989.0
Peaceful Journey 🍃 Chill Lofi Beats;jUNr6uuJTDw;24/04/2022;lofi;8031.0;169.0;332371.0
Chill Drive - Aesthetic Music ~ Lofi hip hop mix;iicfmXFALM8;05/03/2022;lofi;19154.0;610.0;1756737.0
Cozy Winter ❄️ - [lofi hip hop/study beats];_tV5LEBDs7w;16/01/2021;lofi;247914.0;8681.0;16294784.0
Soothing Breeze 🍃 [asian lofi hip hop];gnZImHvA0ME;26/08/2021;lofi;74081.0;1758.0;3176730.0
Enchanted Forest 🍃 Chill Lofi Beats;7YmNvCy30FU;03/07/2022;lofi;11197.0;186.0;325309.0
The Abyss 🌿 Deep Lofi Beats;TWTV4T3yxzs;21/12/2021;lofi;68762.0;1160.0;3691767.0
Secret Forest 🍃 Chill Lofi Beats;NvftPSb5Xtw;08/05/2022;lofi;9700.0;219.0;461467.0
Calm Your Anxiety ~ Lofi Hip Hop Mix [Beats To Relax/ Chill to];1DkDrVEK2rc;23/02/2022;lofi;11059.0;481.0;1104214.0
A Perfect Night 🌙 Deep Lofi Beats;1lDYSpmdLzM;19/06/2022;lofi;4148.0;123.0;149363.0
Odyssey 🌊 Smooth Lofi Beats To Relax  Study  Vibe To (Lofi Mix);oXGVGXAx9Ng;24/08/2022;lofi;53.0;1.0;6817.0
Stop Overthinking🍵 Lofi Hip Hop Mix ~ Rainy Night with Rain Sound;1z5u_qPN8y0;17/08/2022;lofi;1571.0;7.0;37883.0
Lazy Sunday 💤 - [lofi hip hop/chill beats];zFhfksjf_mY;19/07/2020;lofi;185175.0;6838.0;9147428.0
Chạnh Lòng Thương Cô Lofi  Thằng Hầu Lofi  Đào Nương Lofi | Những Bản Lofi Chill Tâm Trạng 2022;xLG28C6LudU;24/08/2022;lofi;3685.0;28.0;23653.0
Smoke Chill - Lofi hip hop mix ~ Stress Relief  Relaxing Music;v_OXMy8x2eo;24/08/2022;lofi;903.0;27.0;40275.0
Chill Drive - Lofi hip hop mix ~ Stress Relief  Relaxing Your Mind;25BkVBgFD9Y;18/02/2022;lofi;16915.0;439.0;1695867.0
Lofi Video Game Beats;QlP3eE9Vlg8;31/03/2022;lofi;19800.0;443.0;775719.0
Chill Vibes - Lofi hip hop mix ~ A playlist for loving the autumn;uNwX-UOFX-k;17/08/2022;lofi;766.0;28.0;65632.0
ＳＬＥＥＰＹ 💤 Lofi hip hop mix - Beats to sleep/chill to | Deep Sleeping Music;ff5lO8TkVX8;20/12/2021;lofi;77692.0;2892.0;3731583.0
Maroon 5 - Animals (Official Music Video);qpgTC9MDx1o;29/09/2014;animals;5743875.0;178361.0;826423766.0
Maroon 5 - Animals (Lyrics);0GVExpdmoDs;22/07/2019;animals;1103713.0;29774.0;106151957.0
Maroon 5 - Animals (Lyrics);XJxSWkPhblE;16/08/2020;animals;28863.0;605.0;1723190.0
Martin Garrix - Animals (Official Video);gCYcHz2k5x0;17/06/2013;animals;11025176.0;335455.0;1582262997.0
ONE HOUR of Amazing Animal Moments | BBC Earth;eEaZvEZye84;25/04/2021;animals;45448.0;1680.0;10155588.0
Funniest ANIMAL Videos!! 😹 (Ultimate Compilation of Funny PETS) 😻;2EVpKcbmEoQ;23/08/2022;animals;475.0;21.0;66279.0
The Animals - House of the Rising Sun (1964) HQ/Widescreen ♫ 58 YEARS AGO;4-43lLKaqBQ;03/07/2009;animals;1357197.0;39624.0;153478497.0
Mortal Combat (Full Episode) | Animal Fight Night;whksDmTR9YE;12/05/2022;animals;24970.0;1225.0;3248506.0
Nickelback-Animals;DLYwwtPA49w;30/05/2010;animals;68133.0;1358.0;9253680.0
Amazing Scene of Wild Animals In 4K - Scenic Relaxation Film;5kozt0uDa4c;15/08/2021;animals;11323.0;210.0;2812807.0
Architects - &quot;;;;;;
Maroon 5 - Animals (Lyric Video);7BJ3ZXpserc;22/08/2014;animals;1019385.0;24603.0;193685278.0
Rarest Animals in the World;9QJ9zE4X1o8;18/11/2020;animals;164337.0;7092.0;7108897.0
Animals Of The World 4K - Scenic Wildlife Film With Calming Music;pb-j3svRQLI;28/11/2021;animals;22420.0;679.0;6599382.0
Wild Life - Nature Documentary Full HD 1080p;7jUW96CiEKA;21/09/2020;animals;9313.0;433.0;1722365.0
Pink Floyd - Animals (Full Album) 1977;D4KQae9oMWs;27/02/2021;animals;27102.0;2311.0;2549580.0
Funny animals - Funny cats / dogs - Funny animal videos 222;9vfFQ-X95lk;24/08/2022;animals;1628.0;85.0;97163.0
The Cutest Wild Baby Animals That Will Make You Go Aww;uLYgyR_lBS4;20/05/2021;animals;24285.0;893.0;1285807.0
25 Largest Animals Ever Caught On Camera;x2khunKVzA8;13/06/2022;animals;7240.0;167.0;1316713.0
100 Craziest Animal Fights of All Time 2022;CqCTA3lEgQ8;12/06/2022;animals;7375.0;368.0;2362949.0
50 SCARIEST Animals In The World;7_4oZm31UhU;07/06/2020;animals;74617.0;1982.0;8122555.0
Neon Trees - Animal;gM7Hlg75Mlo;03/03/2010;animals;338601.0;19063.0;38478475.0
Wild Babies 4K - Amazing World Of Young Animals | Scenic Relaxation Film;dyaqjsRkKyY;14/05/2022;animals;1668.0;107.0;258994.0
35 Hero Animals that Saved Human Lives !;u9X5SQCDnio;08/01/2022;animals;280090.0;11424.0;37037129.0
Learn Family Animals: Cat  Horse  Cow  Chicken  Duck - Farm Animal Sounds - Part 2;4Co4mDeCIJ4;14/04/2022;animals;72612.0;1063.0;14914811.0
Best Funniest animals Videos 2022 🤣 - Funny Dogs And Cats Videos🐱🐶;p-nh7NMWiYE;04/03/2022;animals;4986.0;134.0;617350.0
15 FATTEST Animals Ever Seen;gfWCmQOypLA;25/05/2020;animals;73362.0;4072.0;10331666.0
Glass Animals - Heat Waves (Official Video);mRD0-GxqHVo;29/06/2020;animals;6177588.0;125791.0;378164492.0
ALL MY EXOTIC ANIMALS IN ONE VIDEO ! FULL ZOO TOUR !;QN9kxSUWZo;30/07/2022;animals;6473.0;455.0;267705.0
15 Most Powerful African Animals in the World;J3PwxecC7RA;11/09/2020;animals;21946.0;481.0;3776936.0
Architects - &quot;;;;;;
Damn Nature You Scary | Funny Scary Animal Encounters;XnitQYkYYcw;08/09/2021;animals;639942.0;23316.0;161103805.0
Animals ¥GLMV¥ /Gacha Life/;AGulIdSQCsY;04/02/2020;animals;94089.0;1537.0;5434925.0
Masters of Disguise | Animal Armory | Episode 3 | Free Documentary Nature;n70eobB2TgI;02/07/2021;animals;10818.0;291.0;2058438.0
35 Times Animals Messed With The Wrong Opponent !;X-aKsG40DV4;24/07/2022;animals;14386.0;332.0;1853171.0
SAY HALO To Animals!!!|Doodle with me (Part 4);9QW7CORIoFw;02/07/2022;animals;37.0;1.0;31343.0
AWW SO CUTE! Cutest baby animals Videos Compilation Cute moment of the Animals - Cutest Animals #21;1mQqbvu0gqo;24/08/2022;animals;371.0;19.0;23448.0
40 Biggest Animals Ever Captured !;aoU_voPfm2I;11/08/2022;animals;2382.0;114.0;104246.0
How to escape education&#39;;;;;;
Education In Society: Crash Course Sociology #40;S294zRodS_4;15/01/2018;education;9368.0;279.0;398061.0
The Biggest Myth In Education;rhgwIhB58PA;09/07/2021;education;431284.0;33369.0;10450206.0
What&#39;;;;;;
Why The Education System Is Failing America | CNBC Marathon;XlnspY2wOVw;21/08/2022;education;2639.0;1009.0;131943.0
Let&#39;;;;;;
John Dewey’s 4 Principles of Education;y3fm6wNzK70;30/01/2021;education;7110.0;374.0;262959.0
Life Change Begins with Education  Not Inspiration | Jim Rohn Motivational Video;bLPCVGigTrw;24/01/2022;education;34575.0;350.0;1309077.0
The problem of education inequality | CNBC Reports;T-JVpKku5SI;27/08/2020;education;4560.0;144.0;150633.0
